car_id,vehicle_bbox,license_plate_bbox,license_plate_text,license_plate_text_score
3.0,"[33.210716247558594, 15.253009796142578, 367.2218322753906, 293.85772705078125]","[143.22605895996094, 178.39590454101562, 261.8310852050781, 212.53213500976562]",DL7CN5617,0.5268275464489717
